	x	y	z	data	sample	cluster_number	consensus_lca	consensus_weighted	consensus_kmode	cross_method_entropy	SEDR_config_default_label	BANKSY_config_default_label	SpaceFlow_config_default_label	precast_config_default_label	CellCharter_config_default_label	seurat_config_default_label
1019171907101380758	3271.7895505297643	-5265.729959403303	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907102970107	7034.63340647465	-6106.748488235543	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.56925127483275	6	1	0	15	16	5
1019171907101610510	3850.9860387753374	-5382.095462999084	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907101600504-1	3358.466678122777	-5787.551234847515	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.56925127483275	12	1	0	15	16	5
1019171907101830485	3966.987000980751	-6007.253783874327	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.51620842747485	6	1	0	13	16	5
1019171907101600074-1	3238.175286946269	-5315.358306173323	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907102760506	7127.970424195786	-5875.57224580908	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.51620842747485	6	1	0	13	16	5
1019171907101830333	3923.649854880574	-5856.04070443422	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.62319209177683	6	1	0	13	16	8
1019171907101610266-1	3597.7898161745534	-5325.758880779379	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907101600388-1	3467.395591511141	-5554.477581526391	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.57958807979645	12	5	7	13	8	5
1019171907101610600-1	3895.809625556507	-5465.691662587714	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	0	9	1.33910018423228	6	1	0	13	8	9
1019171907102770239	7448.36914672427	-5144.423023727125	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907102770411	7657.231310770197	-5219.79038383917	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907101600404-1	3372.4098489530184	-5642.39500127901	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.62319209177683	12	1	0	13	16	15
1019171907102760397	7008.9589567994335	-5829.19420954919	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.43065120828796	6	1	0	16	16	16
1019171907101820447	3864.345261062994	-6026.370794201611	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.67623493913473	6	1	0	4	16	8
1019171907101390605	3361.9590827258544	-5182.518037948703	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907102770306	7558.697655009694	-5125.36717992921	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907101870341-1	5350.675305976179	-4343.7586874722665	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	12	1.71474311583251	17	16	13	10	11	14
1019171907103220047	8192.796311661807	-5510.265400873954	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000659	8263.288133911776	-5371.270273067993	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000370	7976.973610045093	-5353.694960022079	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000350	8291.80595167857	-5074.782878422549	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103220054	8256.94729626082	-5483.317862510357	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000554	8168.831692769395	-5365.9398863310535	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000399	8079.146765435988	-5280.923672542291	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103010430	8335.611027635494	-5175.043796658088	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103220103	8266.0843336534	-5519.599783838656	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000647	8264.643908837634	-5350.798019431118	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000569	8220.223635096936	-5318.417052998001	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103220030	8256.269296089386	-5447.486711729623	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000083	8143.59149772767	-5014.716112500381	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000493	8105.74758223282	-5326.740180713756	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000572	8185.323778943624	-5378.10327472248	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000723	8247.890914073787	-5420.627017176346	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103220099	8266.141815715526	-5509.163507705664	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000706	8300.211470797616	-5360.677812885665	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000627	8225.033978388201	-5396.132436690681	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000584	8231.226335809495	-5316.457473874132	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000421	8180.573816748147	-5201.379752327524	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000732	8280.520289950045	-5396.840236475433	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000118	8118.7026586878	-5057.360964243521	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.68435618970018	18	17	17	14	14	6
1019171907103000713	8125.724533476493	-5489.370449054773	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.56071040904141	18	17	4	12	14	6
1019171907103000278	8024.6617675029	-5233.050324457643	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907103000386	8008.764322269892	-5330.929319484457	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	16	14	1.59921858573918	18	17	4	14	14	6
1019171907102090129	5779.64469279774	-4517.533924522062	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090130	5708.519559659708	-4564.0729916127775	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870402-1	5277.252179590724	-4459.678848063406	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870373-1	5276.46692809049	-4438.077331136188	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870460-1	5322.280850378113	-4467.133480978255	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870845	5693.1822699494505	-4497.314451946095	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.43065120828796	10	12	12	6	11	11
1019171907101870553-1	5347.022531233184	-4528.729803852054	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870572-1	5359.423984565861	-4539.100792240378	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870604-1	5418.597327813393	-4517.608221009587	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870644-1	5408.248395142973	-4582.204690133616	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870464	5343.950511045859	-4456.886153414843	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870366	5269.344169477594	-4444.109245870314	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907202090121	5723.159992297514	-4566.833500975557	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870376-1	5231.356985616418	-4470.545528065639	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870396-1	5251.291246706065	-4472.392140374784	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870850	5635.941155388783	-4536.137700267529	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090160	5811.469039739337	-4499.130315352193	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870551	5358.028885988743	-4512.727917257796	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870435	5276.714931593106	-4487.652415952954	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090157	5651.443933642306	-4604.64940250936	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907202090092	5701.303260959971	-4566.9280643898255	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907201870367	5314.268683675301	-4458.71481652794	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090176	5786.263432919306	-4538.337034788403	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870436-1	5261.098578652021	-4498.598052225364	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870919	5756.761519591735	-4508.154312901128	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090167	5856.279204318865	-4467.404317393771	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870419-1	5305.738234967215	-4448.418732998372	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870617	5376.674445739849	-4573.315481255007	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907201870378	5269.251395860139	-4506.660486683792	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907201870272	5230.16384230408	-4450.411155274586	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090168	5648.108544195186	-4613.93045077386	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870300	5218.399349988028	-4438.965723325718	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870844	5727.596542670158	-4472.11443570671	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	2	1.59921858573918	17	12	13	6	11	11
1019171907101870585-1	5427.863391571483	-4482.911463272948	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870308	5223.567468489501	-4438.607616623253	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090211	5646.547247441284	-4629.077879294629	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090143	5809.9941783782215	-4494.528849691149	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870486	5355.928315034716	-4458.771269920674	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870622-1	5378.074691669415	-4584.29675570886	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090050	5723.12746286452	-4505.441797871137	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090094	5762.320421285501	-4510.61379609312	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090111	5744.288593660244	-4540.927779145938	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870344-1	5286.745250846662	-4410.82249104749	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	5	13	2	1.59921858573918	17	16	13	6	11	11
1019171907101870502	5319.013828905221	-4512.277478829962	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090141	5771.6914039500425	-4532.968114178823	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870336-1	5241.780567323156	-4443.610816599985	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870514-1	5342.5741201567125	-4503.337313561216	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870507	5326.67850766904	-4506.218027243464	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090087	5778.090417762018	-4498.082476114697	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870583-1	5397.580416406842	-4509.284432992265	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102510246	5458.68426915293	-6400.5865803367415	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	3	7	1.59921858573918	1	3	5	18	3	3
1019171907102080664	5517.352459039607	-5245.722784984012	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	11	3	7	1.4546247143256	1	3	5	5	3	4
1019171907102980071	7315.896452159612	-5793.552465271354	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.56925127483275	6	1	0	15	16	5
1019171907102980059	7354.93720751266	-5703.840582392221	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.56925127483275	6	1	0	9	16	5
1019171907101830178-1	3922.383557138872	-5653.708156086288	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.67623493913473	6	1	0	4	16	8
1019171907102500253	5186.999807246385	-6638.542102891003	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	14	1	1.63772676243696	8	14	16	14	4	6
1019171907102040121-1	3738.649178289875	-6348.511145794337	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	8	14	1.79175946922805	8	9	4	14	15	6
1019171907102500210	5121.80923847617	-6621.793683193053	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	2	14	1	1.59921858573918	7	14	16	14	4	6
1019171907101820378	3794.5630409825417	-6005.957227929054	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	3	0	18	1.67623493913473	6	1	0	15	16	10
1019171907102540308	6970.655561231471	-5054.668216235292	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	8	1.60005781619097	5	2	1	3	2	16
1019171907101390421	3455.544296048776	-4966.065500738034	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.56154963949319	12	5	7	13	1	7
1019171907101400308	3826.7066883839097	-4499.905389705861	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	13	11	6	1.60775945153052	4	10	9	3	10	1
1019171907102770067	7308.708116289165	-5062.546621493819	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	8	1.56071040904141	5	2	0	15	2	1
1019171907102560547-1	7582.599090788591	-4662.1967867118	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907102320318	6582.347193142623	-4538.425456879981	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.71474311583251	15	7	3	16	10	16
1019171907102320478	6561.794435552535	-4825.391509418362	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.62319209177683	15	7	3	2	10	2
1019171907102330369-1	6923.291611042644	-4319.358152632035	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	10	1.56241823951218	15	7	3	3	10	2
1019171907101630324-1	4390.198154063877	-4701.502966600181	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.62319209177683	15	7	3	2	10	2
1019171907102330347-1	6678.767708109561	-4432.461311448019	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	18	4	13	1.62319209177683	15	7	3	2	10	2
1019171907102290244-1	5143.606995346371	-5974.673354195903	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	3	7	1.54617573838128	1	3	8	2	3	1
1019171907101620152-1	4139.096746209199	-4730.5453486483575	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	13	11	6	1.60775945153052	4	10	9	3	10	1
1019171907101840281-1	4411.929381656797	-5350.223821859393	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	16	1.56925127483275	5	2	1	3	2	1
1019171907102760161	6913.437048233488	-5556.375799122852	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	8	1.56925127483275	5	2	1	3	2	1
1019171907102280323-1	4979.61931553101	-6231.3369253845685	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	4	15	3	1.53074309813497	5	15	8	3	0	2
1019171907102750174	6706.32127810834	-5772.467930141784	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	16	1.56925127483275	5	2	1	3	2	1
1019171907102740101-1	6077.495032607441	-6191.233663845854	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	4	1	16	1.56925127483275	5	15	10	3	0	1
1019171907101840291-1	4353.803434445827	-5409.381740892245	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	16	1.56925127483275	5	2	1	3	2	1
1019171907102760174	6900.057052806688	-5591.495654107149	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	8	1.56925127483275	5	2	1	3	2	1
1019171907102060334-1	4564.872230924649	-5961.5401367306895	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	16	1.5769529101723	5	8	10	3	2	1
1019171907102530533	6611.637598076635	-5591.455197014641	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	16	1.56925127483275	5	2	1	3	2	1
1019171907102560643-1	7811.590496414549	-4550.794201848188	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907101180471-1	3386.2075056219287	-4395.876873066533	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907101610422-1	3726.8754505774286	-5382.289010051655	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907101610447-1	3735.902733036254	-5405.138046635598	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907101610355-1	3724.621252992475	-5307.921112884164	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907102780350	7839.167257973274	-4946.629752620263	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.59921858573918	13	4	2	16	1	16
1019171907101610429	3696.51280305544	-5424.002677754463	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	7	5	1.69247744026563	12	5	7	13	8	9
1019171907102780351	7670.135064878557	-5089.4402286995855	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	10	2	4	1.6462676282283	13	5	7	13	1	7
1019171907102520494	6148.228598659675	-6041.763208655347	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.59921858573918	14	8	11	7	5	3
1019171907102530148	6235.806460963893	-5444.446030224663	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.75325129253028	14	8	11	7	5	16
1019171907102520540	6113.167884635167	-6122.968016303701	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.59921858573918	14	8	10	7	5	3
1019171907102520385	6028.191476374072	-5941.38343670648	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	14	8	11	7	5	10
1019171907102520523	6134.435464541157	-6104.175535214327	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.59921858573918	14	8	11	7	5	3
1019171907102520411	6098.936187010931	-5931.542196902325	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.59921858573918	14	8	11	7	5	3
1019171907102060478-1	4854.780784239289	-5855.468629303675	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	14	3	11	7	5	10
1019171907102530168	6252.524917214355	-5455.085964217085	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.59921858573918	14	8	11	7	5	3
1019171907102780346	7909.302127744195	-4903.573996008194	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907101390319	3472.438801325616	-4813.026283319373	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907102780336	7944.117841363784	-4843.219639895013	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907102780502	8016.658910670894	-5087.351211399704	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.72286436639795	13	4	17	8	1	7
1019171907101170408-1	3285.492840863226	-4479.2594906742615	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907102780358	7872.71542101035	-4948.532907152753	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907102790347	8181.130062988217	-4721.82996603457	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.59921858573918	13	4	2	8	1	9
1019171907102780468	8196.179352689664	-4870.094920873908	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907101390227	3121.3484649541097	-4987.127030934815	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907102560426-1	7695.357328409116	-4365.971552752971	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.39214303159018	13	4	2	8	1	8
1019171907102780348	7915.620811166708	-4896.031135822073	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	17	2	4	1.56071040904141	13	4	2	8	1	7
1019171907102090281	5685.709876445933	-4647.004208404278	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870320-1	5200.351886635044	-4460.516100211161	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860415-1	5243.642059970394	-4561.200537933767	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860441-1	5265.613989449596	-4563.3617140875	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870276-1	5182.698911067341	-4438.908263662554	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860352-1	5212.992468444608	-4529.443230217624	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
